# Aspire.Dashboard.dll

Name: Aspire.Dashboard | Version: 13.4.0-dev | TFM: .NETCoreApp,Version=v8.0 | Arch: AnyCPU | Size: 3.7 MB | Source: File | Modified: 2026-06-27

## Performance Triage

| Member | Root Reach | Shape | Evidence | Fix | Confidence | Loop | IL |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box long | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0476` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;System.Collections.Generic.IEnumerable&lt;Microsoft.FluentUI.AspNetCore.Components.FluentInputFileEventArgs&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_04C2` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.FluentInputFileEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_04F3` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0563` |
| `Aspire.Dashboard.Components.Dialogs.NotificationEntryComponent.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 10 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.NotificationEntryComponent.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0174` |
| `Aspire.Dashboard.Components.Dialogs.NotificationEntryComponent.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0283` |
| `Aspire.Dashboard.Components.Dialogs.TextVisualizerDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0098` |
| `Aspire.Dashboard.Components.ExceptionDetails.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0056` |
| `Aspire.Dashboard.Components.InteractionInputField.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00BD` |
| `Aspire.Dashboard.Components.Layout.AspirePageContentLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 10 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Layout.AspirePageContentLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_03D2` |
| `Aspire.Dashboard.Components.Layout.DesktopNavMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0014` |
| `Aspire.Dashboard.Components.Layout.MainLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 16 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Layout.MainLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_01FF` |
| `Aspire.Dashboard.Components.Layout.MainLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0221` |
| `Aspire.Dashboard.Components.Layout.MainLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_02A3` |
| `Aspire.Dashboard.Components.Layout.MainLayout.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0389` |
| `Aspire.Dashboard.Components.Layout.MobileNavMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_002A` |
| `Aspire.Dashboard.Components.Layout.MobileNavMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0041` |
| `Aspire.Dashboard.Components.Layout.NotificationsHeaderButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Layout.NotificationsHeaderButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0063` |
| `Aspire.Dashboard.Components.Layout.NotificationsHeaderButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0129` |
| `Aspire.Dashboard.Components.LogMessageColumnDisplay.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00A2` |
| `Aspire.Dashboard.Components.LogMessageColumnDisplay.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00D0` |
| `Aspire.Dashboard.Components.LogViewer.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box float | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00B4` |
| `Aspire.Dashboard.Components.LogViewer.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00D0` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs..ctor()` | 1 | allocation-hotspot | 9 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0064` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.OnPausedChanged(bool)` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_000C` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.OnPausedChanged(bool)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0014` |
| `Aspire.Dashboard.Components.Pages.Error.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00CA` |
| `Aspire.Dashboard.Components.Pages.Error.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00E6` |
| `Aspire.Dashboard.Components.Pages.Login.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Forms.EditContext&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_009E` |
| `Aspire.Dashboard.Components.Pages.Metrics.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0071` |
| `Aspire.Dashboard.Components.Pages.Metrics.OnInitialized()` | 1 | allocation-hotspot | 13 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.Metrics.UpdateTelemetryProperties()` | 1 | allocation-hotspot | 9 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | allocation-hotspot | 14 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_009B` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_00F8` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0136` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0193` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_01D1` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_022E` |
| `Aspire.Dashboard.Components.Pages.Resources..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_026C` |
| `Aspire.Dashboard.Components.Pages.Resources.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
